+
1 15
3 2 54
2 9 55
4 4 56
4 9 57
2 8 58
2 3 59
4 8 60
4 1 61
2 1 62
5 8 63
4 6 64
4 9 65
4 4 66
5 9 67
2 9 68
2 9 69
2 4 70
4 1 71
2 7 72
+
8 2
1 1 0
1 1 1
6 2 2
7 2 3
6 1 4
5 1 5
3 2 6
1 1 7
7 2 8
6 1 9
7 2 10
4 2 11
4 1 12
6 2 13
8 1 14
6 1 15
4 2 16
5 1 17
6 1 18
+
11 7
8 5 0
8 3 1
10 1 2
6 1 3
5 2 4
1 5 5
5 1 6
9 2 7
3 6 8
4 3 9
5 4 10
1 4 11
1 4 12
3 6 13
2 1 14
5 4 15
8 5 16
8 3 17
3 2 18
4 4 19
6 2 20
3 5 21
3 1 22
11 4 23
5 6 24
2 1 25
2 2 26
8 5 27
8 1 28
2 6 29
2 7 30
6 2 31
7 4 32
1 2 33
7 3 34
4 5 35
11 6 36
10 3 37
7 3 38
2 1 39
8 1 40
5 3 41
+
5 4
3 1 0
1 2 1
2 3 2
+
2 3
2 3 0
1 2 1
2 3 2
1 3 3
1 1 4
1 1 5
2 2 6
1 1 7
2 1 8
1 1 9
1 3 10
1 1 11
2 1 12
2 2 13
1 1 14
1 2 15
1 3 16
1 2 17
2 1 18
1 2 19
2 2 20
1 1 21
2 2 22
1 2 23
2 2 24
1 1 25
1 3 26
1 3 27
2 3 28
2 1 29
2 2 30
1 2 31
2 2 32
1 3 33
1 1 34
2 2 35
2 3 36
2 3 37
2 2 38
2 1 39
1 1 40
2 3 41
2 2 42
2 3 43
2 3 44
2 1 45
1 1 46
2 2 47
1 1 48
2 2 49
2 2 50
+
16 9
3 9 0
9 9 1
5 6 2
16 4 3
12 3 4
4 8 5
16 8 6
9 6 7
13 9 8
15 1 9
2 3 10
5 1 11
13 5 12
9 8 13
2 8 14
15 9 15
13 3 16
3 2 17
11 7 18
7 9 19
13 4 20
13 7 21
10 6 22
4 6 23
2 9 24
6 3 25
16 4 26
5 3 27
12 8 28
8 5 29
6 3 30
5 8 31
11 5 32
+
15 4
1 4 0
9 3 1
2 1 2
14 1 3
6 4 4
14 3 5
5 4 6
11 1 7
13 1 8
7 1 9
10 3 10
10 2 11
4 4 12
11 3 13
4 4 14
15 1 15
9 3 16
1 3 17
10 4 18
8 3 19
1 3 20
7 4 21
10 2 22
6 1 23
2 4 24
10 4 25
10 1 26
13 2 27
3 4 28
10 2 29
2 3 30
6 3 31
11 1 32
13 4 33
11 3 34
6 3 35
13 3 36
8 1 37
11 3 38
13 3 39
8 4 40
4 2 41
14 1 42
2 2 43
3 1 44
12 3 45
1 1 46
10 2 47
15 4 48
11 3 49
14 1 50
12 1 51
6 2 52
7 3 53
5 4 54
13 3 55
11 1 56
9 1 57
+
16 13
15 1 0
13 5 1
7 5 2
7 3 3
3 11 4
4 8 5
1 8 6
11 11 7
5 6 8
16 4 9
2 13 10
13 6 11
16 8 12
16 6 13
5 11 14
13 9 15
3 12 16
4 9 17
6 2 18
10 8 19
15 10 20
3 12 21
10 1 22
16 13 23
4 8 24
2 9 25
12 10 26
16 4 27
1 11 28
12 13 29
+
14 15
3 4 0
7 4 1
4 5 2
8 9 3
1 12 4
6 13 5
10 2 6
1 5 7
14 14 8
3 14 9
14 14 10
12 9 11
4 9 12
4 8 13
6 3 14
7 10 15
1 14 16
14 5 17
12 14 18
9 12 19
4 15 20
12 14 21
7 2 22
12 4 23
1 7 24
4 11 25
7 6 26
14 2 27
3 9 28
11 5 29
9 12 30
8 15 31
7 10 32
8 5 33
1 9 34
8 2 35
14 2 36
9 11 37
1 5 38
5 5 39
9 6 40
13 15 41
12 15 42
5 3 43
2 8 44
11 5 45
13 11 46
6 3 47
9 10 48
13 1 49
10 11 50
11 9 51
8 5 52
9 4 53
4 7 54
3 1 55
6 9 56
8 6 57
14 5 58
13 4 59
10 15 60
12 14 61
6 2 62
6 10 63
12 2 64
1 9 65
10 15 66
2 8 67
3 1 68
10 1 69
2 1 70
6 12 71
14 1 72
4 6 73
4 8 74
14 13 75
+
7 8
6 4 0
3 8 1
3 7 2
3 7 3
5 4 4
3 1 5
5 6 6
7 1 7
7 3 8
1 3 9
1 1 10
4 2 11
6 6 12
1 3 13
6 1 14
3 3 15
7 2 16
7 8 17
1 4 18
6 2 19
1 5 20
7 1 21
4 1 22
7 2 23
3 5 24
1 8 25
2 8 26
1 4 27
7 2 28
2 7 29
6 5 30
3 3 31
2 3 32
1 8 33
5 6 34
5 3 35
5 5 36
7 1 37
4 6 38
7 2 39
6 4 40
1 1 41
1 6 42
5 3 43
5 2 44
1 3 45
1 4 46
6 8 47
4 3 48
2 4 49
6 8 50
3 1 51
7 1 52
2 3 53
3 2 54
+
6 8
5 1 0
3 5 1
2 1 2
5 5 3
3 7 4
2 3 5
1 6 6
3 4 7
4 4 8
4 5 9
5 4 10
1 6 11
2 7 12
4 5 13
4 8 14
4 6 15
2 4 16
1 8 17
5 4 18
4 6 19
4 4 20
1 8 21
6 2 22
2 2 23
5 5 24
4 2 25
6 4 26
2 5 27
6 2 28
3 5 29
1 3 30
4 2 31
3 8 32
5 7 33
1 1 34
6 2 35
5 1 36
+
9 9
8 1 0
8 9 1
3 5 2
5 9 3
4 5 4
7 6 5
7 2 6
5 3 7
1 6 8
4 2 9
7 5 10
8 4 11
1 6 12
1 2 13
9 1 14
4 1 15
3 4 16
9 4 17
4 7 18
3 2 19
6 6 20
3 9 21
+
11 16
2 10 0
9 6 1
9 9 2
8 3 3
2 4 4
8 8 5
4 15 6
9 14 7
4 5 8
3 6 9
1 6 10
6 14 11
9 16 12
1 8 13
11 3 14
11 12 15
8 12 16
2 14 17
9 14 18
7 2 19
10 1 20
5 16 21
5 16 22
7 10 23
2 15 24
9 3 25
8 9 26
9 3 27
2 15 28
3 7 29
1 6 30
8 8 31
9 13 32
8 1 33
2 11 34
6 10 35
11 6 36
10 8 37
10 12 38
1 10 39
7 10 40
9 8 41
11 12 42
9 4 43
11 4 44
3 5 45
6 2 46
10 13 47
10 2 48
6 12 49
2 10 50
3 3 51
2 7 52
10 15 53
4 10 54
6 2 55
11 1 56
3 7 57
2 14 58
7 8 59
10 13 60
7 7 61
4 1 62
3 11 63
4 6 64
4 7 65
2 4 66
11 8 67
7 9 68
11 1 69
7 5 70
5 7 71
7 11 72
8 9 73
7 9 74
10 1 75
11 2 76
8 5 77
8 7 78
7 15 79
4 16 80
9 13 81
6 16 82
6 16 83
1 3 84
5 16 85
10 5 86
10 3 87
8 13 88
8 4 89
10 11 90
10 7 91
5 1 92
4 4 93
8 6 94
+
6 1
1 1 0
1 1 1
3 1 2
4 1 3
2 1 4
1 1 5
6 1 6
4 1 7
2 1 8
4 1 9
3 1 10
4 1 11
2 1 12
5 1 13
5 1 14
2 1 15
4 1 16
4 1 17
4 1 18
6 1 19
2 1 20
6 1 21
4 1 22
4 1 23
1 1 24
2 1 25
2 1 26
3 1 27
2 1 28
2 1 29
6 1 30
6 1 31
1 1 32
1 1 33
4 1 34
3 1 35
6 1 36
5 1 37
1 1 38
6 1 39
2 1 40
1 1 41
4 1 42
3 1 43
5 1 44
2 1 45
1 1 46
5 1 47
1 1 48
+
19 3
16 3 0
6 2 1
7 1 2
15 3 3
12 3 4
15 3 5
1 3 6
19 2 7
10 2 8
19 2 9
19 2 10
2 2 11
8 1 12
17 3 13
16 3 14
18 1 15
5 1 16
10 2 17
4 3 18
6 3 19
13 1 20
11 2 21
3 3 22
1 2 23
3 3 24
4 1 25
6 3 26
19 1 27
10 3 28
8 1 29
4 3 30
6 1 31
1 3 32
2 1 33
7 1 34
18 3 35
19 3 36
19 1 37
16 2 38
2 1 39
14 1 40
18 1 41
10 2 42
13 1 43
14 2 44
16 3 45
14 1 46
13 1 47
1 1 48
15 3 49
8 3 50
10 1 51
7 3 52
19 1 53
13 2 54
3 2 55
1 1 56
16 1 57
15 1 58
1 3 59
2 1 60
9 1 61
1 1 62
7 1 63
12 3 64
10 2 65
5 2 66
17 3 67
18 3 68
1 2 69
8 3 70
16 3 71
16 2 72
3 3 73
7 3 74
4 2 75
6 3 76
16 2 77
19 3 78
15 2 79
10 3 80
+
4 4
4 2 0
1 4 1
3 3 2
4 4 3
4 4 4
1 3 5
2 3 6
1 2 7
3 4 8
1 1 9
4 4 10
2 2 11
2 2 12
3 2 13
4 3 14
4 3 15
2 2 16
2 1 17
2 3 18
2 3 19
2 4 20
2 3 21
4 1 22
1 1 23
2 2 24
4 2 25
4 1 26
1 1 27
3 1 28
3 1 29
2 3 30
3 1 31
1 4 32
2 2 33
3 1 34
1 4 35
1 2 36
1 3 37
1 2 38
4 3 39
1 3 40
2 4 41
3 3 42
2 3 43
1 3 44
4 4 45
2 3 46
1 3 47
1 2 48
3 4 49
1 3 50
3 4 51
2 3 52
3 4 53
2 3 54
1 2 55
2 4 56
2 3 57
1 4 58
3 3 59
1 4 60
4 3 61
1 3 62
4 3 63
4 1 64
4 3 65
4 3 66
3 1 67
1 1 68
3 3 69
4 4 70
1 4 71
3 1 72
4 2 73
4 4 74
1 4 75
1 2 76
1 3 77
4 4 78
3 4 79
+
6 16
6 5 0
6 5 1
2 6 2
2 15 3
1 2 4
2 1 5
4 13 6
4 1 7
3 2 8
3 13 9
3 11 10
3 2 11
2 4 12
2 9 13
1 9 14
3 13 15
6 3 16
2 13 17
1 14 18
2 1 19
4 11 20
4 3 21
6 5 22
5 6 23
3 14 24
3 14 25
3 3 26
4 8 27
5 8 28
3 6 29
6 3 30
6 16 31
2 9 32
5 16 33
2 6 34
4 6 35
4 5 36
6 1 37
4 6 38
5 10 39
3 2 40
4 10 41
1 9 42
5 12 43
6 7 44
4 5 45
4 8 46
6 2 47
3 11 48
5 11 49
1 4 50
5 16 51
2 12 52
3 15 53
3 2 54
3 15 55
5 16 56
5 6 57
3 12 58
1 2 59
3 3 60
4 10 61
5 11 62
+
9 18
4 4 0
7 17 1
7 13 2
8 10 3
8 3 4
6 13 5
3 11 6
6 2 7
9 2 8
5 18 9
2 14 10
7 8 11
5 7 12
9 8 13
9 6 14
2 16 15
8 6 16
4 15 17
8 3 18
1 4 19
4 13 20
1 5 21
3 18 22
9 16 23
4 14 24
3 14 25
3 10 26
7 16 27
2 6 28
3 5 29
4 16 30
9 2 31
9 9 32
3 12 33
5 11 34
9 8 35
8 18 36
3 2 37
7 14 38
8 8 39
9 2 40
2 3 41
8 16 42
8 7 43
9 3 44
1 6 45
6 12 46
7 2 47
8 10 48
4 2 49
3 12 50
4 2 51
5 6 52
3 2 53
6 17 54
8 7 55
2 7 56
4 12 57
+
7 14
6 14 0
3 2 1
7 10 2
1 3 3
4 6 4
4 6 5
4 5 6
4 5 7
7 8 8
6 1 9
1 10 10
7 9 11
2 5 12
6 12 13
6 11 14
3 10 15
4 7 16
5 14 17
6 2 18
6 11 19
7 5 20
1 14 21
6 6 22
4 8 23
3 9 24
3 7 25
5 12 26
3 9 27
7 14 28
3 2 29
2 8 30
4 2 31
5 5 32
2 9 33
5 2 34
5 3 35
1 9 36
+
4 6
2 1 0
2 6 1
2 5 2
3 5 3
3 6 4
1 1 5
3 6 6
2 4 7
1 5 8
3 2 9
3 6 10
4 6 11
4 4 12
1 6 13
2 6 14
3 1 15
1 1 16
3 2 17
2 1 18
2 3 19
2 3 20
4 2 21
1 1 22
3 6 23
2 6 24
4 1 25
3 1 26
1 5 27
4 2 28
4 4 29
4 1 30
1 4 31
2 3 32
3 2 33
1 6 34
2 4 35
1 3 36
2 5 37
2 4 38
2 1 39
2 2 40
4 1 41
3 1 42
4 3 43
3 3 44
1 4 45
2 1 46
3 6 47
2 1 48
3 2 49
4 2 50
4 6 51
2 2 52
1 1 53
3 3 54
1 2 55
4 2 56
2 2 57
1 2 58
4 6 59
4 4 60
4 1 61
1 4 62
2 6 63
2 4 64
4 6 65
2 6 66
3 5 67
4 6 68
4 1 69
3 5 70
1 5 71
2 5 72
1 6 73
4 1 74
4 2 75
1 2 76
3 5 77
2 1 78
1 4 79
1 2 80
2 4 81
+
6 5
2 4 0
4 2 1
5 5 2
5 5 3
3 5 4
4 3 5
4 3 6
4 4 7
6 4 8
1 5 9
3 1 10
2 3 11
6 1 12
3 1 13
5 5 14
2 5 15
4 2 16
1 3 17
1 4 18
5 3 19
5 2 20
4 2 21
4 2 22
1 5 23
1 1 24
4 4 25
1 1 26
5 5 27
4 1 28
1 2 29
4 3 30
2 4 31
6 5 32
2 5 33
1 5 34
5 3 35
6 5 36
6 1 37
6 1 38
4 4 39
4 5 40
5 5 41
2 4 42
4 3 43
2 4 44
1 2 45
5 5 46
1 5 47
1 2 48
4 4 49
4 1 50
+
10 20
8 7 0
10 13 1
5 2 2
4 10 3
7 12 4
6 7 5
3 17 6
4 4 7
7 7 8
8 19 9
5 7 10
4 11 11
5 4 12
10 8 13
4 2 14
5 18 15
10 15 16
3 4 17
4 8 18
3 17 19
8 7 20
4 8 21
7 15 22
9 8 23
8 2 24
6 16 25
8 8 26
8 18 27
8 7 28
4 1 29
10 9 30
3 16 31
4 3 32
5 19 33
7 15 34
6 17 35
8 4 36
4 9 37
5 17 38
8 19 39
9 7 40
9 19 41
1 17 42
7 9 43
1 14 44
1 17 45
6 19 46
9 11 47
5 3 48
10 15 49
1 16 50
1 19 51
8 15 52
4 14 53
6 15 54
1 16 55
1 13 56
4 11 57
6 20 58
1 10 59
8 19 60
2 14 61
9 18 62
10 8 63
1 6 64
2 13 65
8 20 66
9 11 67
10 11 68
2 9 69
10 7 70
4 8 71
3 15 72
8 12 73
8 1 74
10 5 75
8 10 76
2 14 77
2 15 78
10 12 79
5 5 80
8 4 81
9 11 82
3 5 83
9 8 84
2 16 85
10 7 86
3 15 87
9 6 88
4 17 89
1 1 90
4 5 91
7 16 92
+
19 8
18 8 0
2 7 1
10 6 2
8 4 3
16 5 4
1 8 5
17 2 6
6 5 7
15 6 8
12 2 9
6 3 10
8 7 11
6 4 12
14 2 13
8 5 14
12 1 15
17 1 16
18 4 17
17 3 18
14 8 19
8 6 20
3 3 21
2 5 22
16 2 23
18 1 24
1 3 25
13 8 26
14 3 27
15 7 28
13 4 29
3 2 30
5 6 31
4 6 32
6 6 33
13 2 34
12 7 35
8 5 36
15 4 37
5 7 38
8 5 39
17 8 40
5 7 41
5 5 42
4 2 43
9 6 44
5 1 45
13 6 46
7 4 47
19 2 48
8 7 49
2 3 50
4 4 51
4 8 52
12 6 53
19 7 54
13 8 55
18 2 56
18 3 57
13 4 58
7 5 59
10 7 60
+
20 5
19 4 0
16 2 1
18 2 2
12 3 3
17 1 4
12 3 5
18 5 6
5 4 7
13 3 8
1 4 9
16 2 10
20 4 11
15 5 12
3 3 13
14 2 14
12 1 15
3 1 16
7 1 17
18 2 18
12 3 19
17 1 20
5 3 21
6 2 22
3 2 23
8 2 24
20 2 25
17 5 26
9 5 27
19 3 28
13 3 29
1 1 30
17 5 31
10 1 32
4 3 33
6 1 34
1 3 35
5 1 36
8 3 37
20 3 38
14 1 39
16 3 40
5 1 41
7 5 42
7 5 43
8 4 44
12 3 45
4 1 46
10 4 47
2 5 48
14 3 49
19 5 50
13 5 51
15 3 52
10 2 53
2 2 54
8 2 55
12 2 56
1 5 57
4 3 58
12 2 59
5 4 60
15 5 61
6 1 62
19 3 63
3 5 64
19 1 65
4 1 66
7 3 67
8 4 68
7 1 69
8 5 70
12 2 71
16 5 72
15 5 73
4 3 74
1 1 75
19 4 76
6 1 77
7 4 78
17 2 79
11 2 80
10 5 81
9 2 82
9 4 83
8 1 84
19 5 85
13 2 86
2 1 87
3 2 88
5 2 89
1 2 90
19 1 91
8 5 92
4 4 93
+
13 9
7 8 0
4 1 1
8 2 2
4 7 3
7 2 4
8 7 5
2 3 6
3 1 7
8 1 8
11 7 9
10 5 10
8 7 11
2 5 12
10 6 13
3 6 14
6 4 15
5 2 16
5 6 17
12 5 18
3 9 19
4 8 20
7 5 21
10 3 22
5 1 23
7 5 24
11 3 25
2 1 26
9 5 27
6 4 28
12 6 29
3 5 30
5 8 31
8 4 32
11 5 33
6 5 34
3 6 35
5 2 36
6 5 37
13 2 38
13 4 39
7 5 40
9 8 41
7 3 42
5 1 43
3 7 44
3 9 45
1 8 46
4 8 47
2 4 48
8 1 49
9 9 50
10 1 51
3 4 52
8 6 53
4 2 54
8 2 55
5 8 56
1 5 57
10 7 58
10 5 59
5 7 60
1 3 61
5 4 62
1 8 63
5 5 64
3 9 65
+
16 3
3 1 0
14 3 1
4 3 2
15 3 3
10 3 4
6 1 5
15 3 6
12 3 7
1 2 8
2 2 9
8 3 10
13 1 11
16 2 12
10 1 13
4 2 14
1 1 15
16 3 16
1 1 17
11 1 18
1 1 19
13 1 20
5 1 21
2 1 22
8 2 23
13 2 24
12 2 25
10 1 26
3 2 27
12 1 28
11 1 29
16 2 30
11 3 31
10 1 32
13 1 33
2 2 34
1 1 35
14 1 36
11 3 37
12 1 38
11 2 39
12 3 40
1 1 41
7 3 42
14 3 43
2 2 44
16 1 45
7 3 46
5 3 47
8 1 48
16 1 49
2 3 50
16 2 51
5 1 52
16 3 53
6 1 54
16 3 55
13 2 56
8 1 57
10 2 58
11 1 59
4 2 60
13 1 61
10 3 62
7 1 63
9 2 64
11 3 65
6 3 66
16 2 67
9 1 68
7 2 69
6 2 70
14 3 71
13 2 72
3 2 73
11 2 74
9 1 75
13 2 76
12 1 77
6 3 78
8 2 79
11 2 80
15 3 81
16 2 82
13 3 83
6 1 84
8 3 85
13 2 86
5 1 87
1 3 88
4 1 89
9 3 90
+
14 6
7 3 0
2 5 1
7 6 2
6 3 3
13 6 4
8 5 5
14 3 6
1 1 7
13 5 8
12 6 9
13 5 10
2 6 11
9 4 12
2 4 13
12 4 14
2 3 15
3 5 16
3 3 17
7 4 18
12 3 19
3 3 20
7 3 21
1 5 22
13 2 23
3 3 24
7 6 25
5 6 26
8 3 27
8 4 28
8 6 29
4 1 30
7 2 31
4 2 32
9 4 33
9 6 34
1 6 35
2 3 36
13 3 37
2 1 38
10 3 39
3 2 40
14 5 41
3 2 42
6 5 43
5 6 44
3 3 45
1 6 46
1 1 47
9 4 48
9 3 49
9 5 50
12 5 51
11 3 52
13 5 53
13 3 54
14 2 55
3 1 56
12 6 57
11 4 58
9 5 59
7 1 60
12 4 61
3 5 62
10 3 63
4 1 64
14 6 65
1 5 66
10 1 67
9 3 68
3 5 69
10 2 70
6 3 71
1 3 72
5 5 73
5 5 74
1 6 75
5 5 76
14 3 77
2 2 78
11 6 79
3 1 80
9 3 81
3 6 82
10 3 83
6 5 84
+
1 10
1 1 0
1 10 1
1 7 2
1 1 3
1 3 4
1 1 5
1 3 6
1 9 7
1 7 8
1 4 9
1 7 10
1 4 11
1 10 12
1 8 13
1 3 14
1 8 15
1 2 16
1 3 17
1 5 18
1 3 19
1 2 20
1 6 21
1 8 22
1 3 23
1 5 24
1 1 25
1 7 26
1 4 27
+
16 10
5 5 0
2 2 1
4 3 2
9 9 3
10 1 4
6 2 5
2 9 6
3 6 7
7 6 8
9 5 9
2 9 10
7 1 11
10 8 12
7 10 13
6 5 14
12 3 15
3 6 16
9 5 17
3 7 18
4 4 19
14 3 20
2 7 21
14 5 22
14 4 23
6 1 24
5 3 25
6 7 26
9 9 27
4 8 28
15 9 29
12 7 30
16 10 31
3 6 32
4 3 33
2 7 34
11 2 35
14 2 36
7 1 37
4 6 38
15 9 39
2 8 40
12 2 41
14 3 42
14 9 43
8 1 44
15 2 45
6 1 46
4 7 47
1 7 48
13 3 49
2 8 50
1 1 51
4 2 52
7 5 53
5 1 54
+
5 12
5 12 0
2 4 1
+
5 18
2 9 0
3 6 1
5 5 2
4 9 3
3 2 4
5 4 5
5 10 6
2 11 7
3 3 8
4 3 9
3 17 10
3 14 11
3 10 12
1 7 13
5 10 14
5 14 15
4 17 16
3 11 17
5 2 18
1 9 19
4 18 20
2 11 21
3 3 22
1 11 23
4 4 24
4 4 25
1 14 26
2 1 27
2 7 28
3 4 29
1 10 30
2 16 31
3 9 32
2 15 33
4 14 34
4 5 35
5 5 36
4 12 37
1 4 38
3 9 39
1 3 40
1 7 41
5 6 42
+
2 16
1 5 0
2 15 1
1 15 2
2 9 3
2 11 4
1 11 5
2 12 6
2 12 7
2 13 8
2 1 9
+
10 3
4 3 0
3 2 1
8 2 2
5 2 3
10 1 4
1 1 5
9 3 6
9 3 7
8 1 8
8 2 9
4 1 10
5 2 11
2 1 12
10 2 13
2 1 14
9 1 15
4 1 16
6 2 17
2 1 18
10 1 19
2 1 20
5 1 21
7 3 22
6 3 23
8 2 24
9 1 25
3 2 26
4 3 27
9 2 28
1 2 29
7 1 30
3 1 31
2 3 32
8 3 33
9 2 34
7 1 35
8 1 36
3 1 37
9 1 38
6 3 39
9 1 40
5 2 41
9 1 42
5 3 43
9 2 44
1 3 45
9 1 46
9 2 47
6 2 48
7 3 49
5 3 50
9 3 51
5 2 52
10 3 53
1 2 54
1 2 55
7 3 56
9 1 57
4 3 58
1 2 59
+
8 9
6 9 0
7 5 1
2 7 2
4 5 3
8 2 4
3 3 5
3 5 6
1 7 7
2 8 8
4 6 9
1 2 10
5 7 11
7 9 12
4 6 13
7 2 14
6 5 15
7 3 16
5 9 17
8 8 18
2 1 19
5 1 20
7 4 21
8 4 22
7 5 23
6 6 24
4 1 25
2 2 26
7 9 27
8 1 28
5 4 29
8 8 30
8 8 31
6 4 32
5 3 33
8 2 34
5 9 35
7 7 36
6 4 37
1 5 38
4 6 39
2 2 40
5 6 41
4 8 42
+
18 19
15 12 0
4 18 1
18 11 2
11 3 3
13 2 4
4 3 5
1 16 6
12 14 7
1 1 8
1 11 9
10 4 10
8 10 11
9 3 12
10 2 13
18 9 14
15 17 15
14 6 16
1 4 17
7 14 18
6 16 19
3 10 20
3 18 21
5 16 22
15 4 23
12 8 24
15 4 25
2 4 26
17 8 27
8 17 28
18 3 29
12 17 30
5 12 31
16 7 32
4 14 33
14 19 34
9 14 35
2 3 36
6 10 37
16 15 38
3 13 39
3 14 40
17 2 41
14 10 42
8 15 43
13 6 44
18 8 45
7 2 46
1 10 47
17 17 48
14 13 49
4 2 50
9 12 51
16 9 52
6 6 53
11 19 54
15 11 55
2 1 56
18 8 57
12 17 58
4 16 59
14 12 60
12 18 61
12 15 62
4 6 63
4 4 64
10 11 65
9 19 66
7 18 67
1 4 68
16 5 69
5 9 70
3 8 71
3 13 72
12 7 73
18 11 74
2 12 75
14 17 76
6 18 77
5 17 78
17 4 79
18 7 80
1 6 81
11 1 82
2 19 83
8 6 84
6 2 85
18 10 86
13 17 87
5 6 88
15 19 89
4 18 90
+
5 12
4 4 0
1 4 1
3 11 2
3 7 3
1 3 4
5 3 5
3 5 6
+
2 18
1 1 0
2 13 1
2 12 2
1 6 3
2 14 4
2 16 5
2 3 6
1 8 7
1 6 8
1 18 9
1 9 10
2 4 11
1 4 12
1 5 13
1 17 14
1 8 15
2 18 16
2 15 17
2 17 18
2 6 19
2 9 20
2 14 21
2 10 22
1 11 23
2 15 24
2 9 25
1 2 26
2 6 27
2 15 28
2 14 29
2 6 30
2 14 31
1 18 32
1 11 33
1 15 34
1 8 35
2 6 36
1 10 37
2 10 38
2 17 39
2 14 40
2 9 41
1 10 42
2 8 43
2 10 44
1 6 45
1 7 46
1 1 47
2 1 48
1 3 49
2 5 50
2 5 51
1 1 52
1 4 53
2 10 54
2 15 55
1 5 56
2 8 57
2 16 58
2 6 59
1 9 60
2 8 61
2 1 62
2 1 63
2 10 64
2 12 65
2 12 66
2 5 67
1 15 68
2 7 69
2 12 70
1 13 71
2 1 72
2 7 73
2 16 74
1 10 75
2 5 76
1 4 77
1 11 78
2 10 79
1 3 80
1 15 81
2 17 82
1 1 83
1 9 84
1 4 85
2 5 86
2 8 87
2 1 88
+
5 18
1 3 0
3 1 1
2 2 2
2 10 3
5 16 4
2 15 5
2 10 6
4 9 7
5 12 8
2 9 9
2 12 10
3 13 11
3 6 12
4 1 13
3 6 14
4 16 15
1 9 16
2 10 17
4 6 18
3 17 19
1 12 20
3 12 21
3 10 22
2 4 23
2 14 24
1 2 25
4 12 26
1 16 27
3 4 28
4 17 29
4 7 30
1 1 31
1 17 32
2 12 33
2 9 34
3 2 35
5 6 36
2 3 37
2 5 38
1 4 39
2 6 40
1 17 41
4 3 42
4 5 43
3 6 44
3 12 45
5 12 46
4 8 47
5 3 48
3 7 49
2 2 50
1 15 51
5 12 52
3 13 53
5 14 54
2 9 55
1 9 56
4 16 57
3 8 58
1 6 59
3 3 60
5 18 61
5 3 62
1 16 63
2 12 64
4 9 65
2 4 66
2 6 67
3 2 68
3 10 69
2 5 70
1 15 71
3 3 72
2 13 73
5 6 74
1 2 75
2 10 76
5 15 77
2 13 78
5 4 79
2 16 80
2 18 81
1 3 82
3 12 83
1 3 84
3 3 85
2 16 86
2 10 87
1 10 88
1 10 89
3 3 90
3 1 91
3 12 92
+
7 1
4 1 0
2 1 1
4 1 2
7 1 3
1 1 4
4 1 5
6 1 6
3 1 7
7 1 8
2 1 9
4 1 10
7 1 11
4 1 12
7 1 13
7 1 14
6 1 15
6 1 16
1 1 17
2 1 18
2 1 19
2 1 20
7 1 21
1 1 22
6 1 23
5 1 24
2 1 25
7 1 26
6 1 27
5 1 28
5 1 29
6 1 30
7 1 31
4 1 32
1 1 33
1 1 34
4 1 35
1 1 36
6 1 37
5 1 38
7 1 39
6 1 40
7 1 41
6 1 42
3 1 43
1 1 44
4 1 45
4 1 46
5 1 47
2 1 48
4 1 49
3 1 50
5 1 51
7 1 52
3 1 53
2 1 54
1 1 55
7 1 56
6 1 57
5 1 58
2 1 59
1 1 60
1 1 61
3 1 62
2 1 63
1 1 64
4 1 65
7 1 66
7 1 67
2 1 68
2 1 69
+
14 4
1 3 0
7 2 1
10 1 2
13 3 3
5 1 4
3 2 5
12 1 6
4 2 7
8 3 8
4 3 9
1 1 10
11 1 11
7 3 12
10 4 13
12 4 14
3 3 15
13 3 16
6 1 17
2 4 18
13 3 19
13 1 20
1 1 21
9 2 22
+
12 3
7 2 0
1 3 1
1 1 2
12 1 3
7 3 4
2 1 5
6 3 6
9 2 7
3 3 8
11 2 9
8 3 10
11 3 11
12 1 12
3 2 13
7 1 14
8 1 15
11 2 16
9 1 17
3 3 18
+
1 20
1 8 0
1 16 1
1 14 2
1 3 3
1 15 4
1 16 5
1 4 6
1 10 7
1 15 8
1 10 9
1 6 10
1 9 11
1 17 12
1 1 13
1 14 14
1 16 15
1 8 16
1 8 17
1 2 18
1 5 19
1 8 20
1 16 21
1 1 22
1 3 23
1 16 24
1 20 25
1 8 26
1 1 27
1 14 28
1 8 29
1 6 30
1 2 31
1 10 32
1 18 33
1 20 34
1 5 35
1 4 36
1 18 37
1 3 38
1 3 39
1 8 40
1 20 41
1 17 42
1 1 43
1 16 44
1 5 45
1 8 46
1 16 47
1 12 48
1 17 49
1 11 50
1 9 51
1 18 52
1 14 53
1 3 54
1 4 55
1 3 56
1 4 57
1 10 58
1 7 59
1 10 60
1 1 61
1 4 62
1 10 63
1 7 64
1 1 65
1 8 66
1 17 67
1 14 68
1 5 69
1 6 70
1 17 71
1 6 72
1 8 73
1 14 74
1 1 75
1 20 76
1 10 77
1 16 78
1 10 79
1 13 80
1 7 81
1 15 82
1 9 83
1 16 84
1 9 85
1 20 86
1 13 87
1 4 88
1 19 89
1 12 90
1 13 91
1 17 92
1 1 93
1 18 94
1 19 95
1 15 96
+
7 16
2 3 0
2 15 1
5 10 2
+
4 18
1 10 0
3 12 1
+
5 14
2 1 0
4 14 1
1 13 2
1 7 3
1 2 4
1 12 5
3 6 6
4 2 7
4 7 8
3 12 9
1 3 10
5 5 11
5 13 12
5 8 13
1 7 14
3 10 15
1 8 16
3 5 17
5 4 18
4 4 19
+
12 1
1 1 0
